model,split,population,group,count,observed_bad,expected_bad,average_probability,observed_good,expected_good
application_only,test,synthetic_rejected,9,2156,650,590.3413724894742,0.2738132525461383,1506,1565.6586275105258
accepted_only,test,full,0,6151,68,71.569089198081,0.011635358347924079,6083,6079.430910801919
accepted_only,test,full,1,6150,114,126.46800395821236,0.020563903082636156,6036,6023.531996041787
accepted_only,test,full,2,6150,190,176.21073093036915,0.02865215137079173,5960,5973.789269069631
accepted_only,test,full,3,6150,188,231.8163753592141,0.03769371957060392,5962,5918.183624640786
accepted_only,test,full,4,6151,323,295.6018624367405,0.04805752925324996,5828,5855.398137563259
accepted_only,test,full,5,6150,385,373.46159797509307,0.06072546308538099,5765,5776.538402024907
accepted_only,test,full,6,6150,530,480.0938655392172,0.07806404317710848,5620,5669.906134460783
accepted_only,test,full,7,6150,656,632.5860946072095,0.10285952757840805,5494,5517.41390539279
accepted_only,test,full,8,6150,874,882.3600832873492,0.14347318427436573,5276,5267.639916712651
accepted_only,test,full,9,6151,1637,1583.5054237815148,0.25743869676174846,4514,4567.494576218485
accepted_only,test,synthetic_accepted,0,3995,39,42.44656852730695,0.010624923285934156,3956,3952.553431472693
accepted_only,test,synthetic_accepted,1,3994,62,74.21376990130554,0.01858131444699688,3932,3919.7862300986944
accepted_only,test,synthetic_accepted,2,3994,92,102.8258385042905,0.02574507724193553,3902,3891.1741614957095
accepted_only,test,synthetic_accepted,3,3995,140,134.56240874343266,0.03368270556781794,3855,3860.4375912565674
accepted_only,test,synthetic_accepted,4,3994,154,171.61753890043684,0.042968837982082335,3840,3822.382461099563
accepted_only,test,synthetic_accepted,5,3994,226,216.34077232323102,0.054166442744925145,3768,3777.6592276767688
accepted_only,test,synthetic_accepted,6,3995,285,277.06418841121234,0.06935273802533476,3710,3717.9358115887876
accepted_only,test,synthetic_accepted,7,3994,394,364.2509625488778,0.09119953994714015,3600,3629.749037451122
accepted_only,test,synthetic_accepted,8,3994,505,509.94169544392145,0.1276769392698852,3489,3484.0583045560784
accepted_only,test,synthetic_accepted,9,3995,920,927.8593030653593,0.23225514469721134,3075,3067.140696934641
accepted_only,test,synthetic_rejected,0,2156,32,31.69794673659258,0.014702201640349064,2124,2124.3020532634073
accepted_only,test,synthetic_rejected,1,2156,59,55.440926000131995,0.025714715213419292,2097,2100.559073999868
accepted_only,test,synthetic_rejected,2,2156,74,77.59933288933516,0.035992269429190704,2082,2078.400667110665
